a,Course_Title,Course_Credit
ARIS 3295.,Special Topics.,(1-6 Credits)
ARIS 3298.,Variable Topics.,(3 Credits)
ARIS 3299.,Independent Study.,(1-6 Credits)
ARIS 3710.,Islamic Art History.,(3 Credits)
ARIS 3710W.,Islamic Art History.,(3 Credits)
ART 1000.,Art Appreciation.,(3 Credits)
ART 1010.,Foundation: Studio Concepts.,(3 Credits)
ART 1020.,Foundation: Criticism and Interpretation.,(3 Credits)
ART 1030.,Drawing I.,(3 Credits)
ART 1040.,Drawing II.,(3 Credits)
ART 2010.,Life Drawing I.,(3 Credits)
ART 2011.,Introduction to Digital Media.,(3 Credits)
ART 2110.,Graphic Design: Process and Thinking.,(3 Credits)
ART 2120.,Graphic Design 1: Typography.,(3 Credits)
ART 2210.,Illustration.,(3 Credits)
ART 2220.,Animation Fundamentals.,(3 Credits)
ART 2310.,"Basic Studio, Painting.",(3 Credits)
ART 2410.,"Basic Studio, Photography.",(3 Credits)
ART 2420.,Intermediate Photography.,(3 Credits)
ART 2510.,"Basic Studio, Printmaking.",(3 Credits)
ART 2610.,"Basic Studio, Sculpture.",(3 Credits)
ART 2993.,Foreign Study.,(1-6 Credits)
ART 2995.,Special Topics Seminar.,(1-6 Credits)
ART 3010.,Life Drawing II.,(3 Credits)
ART 3030.,Experimental Drawing.,(3 Credits)
ART 3110.,Graphic Design 2: Visual Systems.,(3 Credits)
ART 3120.,Graphic Design 3: Relational Design.,(3 Credits)
ART 3125.,"Art Books, Book Arts, and Publishing as Radical Practice.",(3 Credits)
ART 3130.,Fundamentals of Web Design.,(3 Credits)
ART 3131.,Interactive Design.,(3 Credits)
ART 3132.,Graphic Design: Motion Graphics.,(3 Credits)
ART 3170.,Graphic Design: Survey.,(3 Credits)
ART 3210.,Topics in Illustration.,(3 Credits)
ART 3220.,Experimental Animation: Studio Processes.,(3 Credits)
ART 3235.,Scientific Visualization.,(3 Credits)
ART 3250.,Stop and Go: Explorations in Stop-Motion Animation.,(3 Credits)
ART 3270.,Going Pro.,(3 Credits)
ART 3310.,Intermediate Painting.,(3 Credits)
ART 3330.,Advanced Painting.,(3 Credits)
ART 3350.,Aqua Media I.,(3 Credits)
ART 3360.,Aqua Media II.,(3 Credits)
ART 3375.,Indian Art and Popular Culture: Independence to the Present.,(3 Credits)
ART 3410.,Introduction to Video Art.,(3 Credits)
ART 3420.,Digital Imaging.,(3 Credits)
ART 3430.,Alternative Processes (Photography).,(3 Credits)
ART 3440.,Color Photography.,(3 Credits)
ART 3450.,Documentary Photography and Video.,(3 Credits)
ART 3455.,Portrait Photography.,(3 Credits)
ART 3460.,Large Format Photography.,(3 Credits)
ART 3465.,Landscape Photography.,(3 Credits)
ART 3470.,Studio Photography.,(3 Credits)
ART 3510.,Intaglio Printmaking.,(3 Credits)
ART 3520.,Lithography.,(3 Credits)
ART 3530.,Printmaking Workshop.,(1-6 Credits)
ART 3605.,Ceramic Art: Materials and Methods.,(3 Credits)
ART 3610.,Ceramics: Vessel Constructions.,(3 Credits)
ART 3615.,Ceramics: Wheel Work.,(3 Credits)
ART 3620.,Ceramics: Sculptural Approaches.,(3 Credits)
ART 3625.,Ceramics: Surface Engagement.,(3 Credits)
ART 3630.,Sculpture: Wood.,(3 Credits)
ART 3640.,Sculpture: Metals.,(3 Credits)
ART 3650.,Sculpture: Mold Making and Casting.,(3 Credits)
ART 3655.,Ceramics: Mold Making and Casting.,(3 Credits)
ART 3665.,Ceramics: Clay and Glaze Composition.,(3 Credits)
ART 3701.,Industrial Design: Materials and Techniques.,(3 Credits)
ART 3705.,"Industrial Design: Form, Structure, and Space.",(3 Credits)
ART 3710.,Industrial Design: Drawing and Modeling for Design.,(3 Credits)
ART 3720.,Industrial Design: Process and Practice.,(3 Credits)
ART 3730.,Industrial Design: Digital Fabrication.,(3 Credits)
ART 3735.,SolidWorks for Industrial Design.,(3 Credits)
ART 3901.,Advanced Studio Art Projects.,(3 Credits)
ART 3991.,Studio Internship.,(3 Credits)
ART 3993.,Foreign Study.,(1-6 Credits)
ART 3995.,Investigation of Special Topics.,(1-6 Credits)
ART 3998.,Variable Topics.,(1-6 Credits)
ART 3999.,Independent Study.,(1-6 Credits)
ART 4110.,Graphic Design 4: Communication Dynamics.,(3 Credits)
ART 4120.,Publication Design.,(3 Credits)
ART 4130.,Graphic Design: Design Center Studio.,(3 Credits)
ART 4410.,Advanced Photography.,(3 Credits)
ART 4901.,Senior Project.,(3 Credits)
ARTH 1128.,Global Perspectives on Western Art: Renaissance to the Present.,(3 Credits)
ARTH 1137.,Introduction to Art History: Prehistoric - 14th Century.,(3 Credits)
ARTH 1138.,Introduction to Art History: 15th Century - Present.,(3 Credits)
ARTH 1140.,Introduction to Asian Art.,(3 Credits)
ARTH 1141.,From Sun Gods to Lowriders: Introduction to Latin American Art.,(3 Credits)
ARTH 1162.,Introduction to Architecture.,(3 Credits)
ARTH 1193.,Foreign Study.,(1-6 Credits)
ARTH 2020.,Global Jerusalem.,(3 Credits)
ARTH 2030.,"Art, Politics, and Propaganda.",(3 Credits)
ARTH 2198.,Variable Topics.,(3 Credits)
ARTH 2210.,Art and Activism.,(3 Credits)
ARTH 2222.,"Race, Gender, Sexuality, and the Power of Looking.",(3 Credits)
ARTH 2230.,"Curating Contemporary Art: Issues, Themes, Theories, and Practices.",(3 Credits)
ARTH 2993.,Foreign Study.,(1-12 Credits)
ARTH 3000.,Curatorial Intensive: Exhibitions Outside the Museum.,(3 Credits)
ARTH 3005.,Museums and the Interpretation of Culture.,(3 Credits)
ARTH 3005W.,Museums and the Interpretation of Culture.,(3 Credits)
ARTH 3020.,Asian American Art and Visual Culture.,(3 Credits)
ARTH 3020W.,Asian American Art and Visual Culture.,(3 Credits)
ARTH 3030.,The Artist and Society.,(3 Credits)
ARTH 3050W.,African-American Art.,(3 Credits)
ARTH 3140.,Greek Art.,(3 Credits)
ARTH 3150.,Roman Art.,(3 Credits)
ARTH 3150W.,Roman Art.,(3 Credits)
ARTH 3220W.,Early Medieval Art.,(3 Credits)
ARTH 3240W.,Gothic Art.,(3 Credits)
ARTH 3260W.,The Early Illustrated Book.,(3 Credits)
ARTH 3320.,Art of the Italian Renaissance.,(3 Credits)
ARTH 3330.,Art of the Northern Renaissance.,(3 Credits)
ARTH 3340.,Baroque Art.,(3 Credits)
ARTH 3360.,Eighteenth Century European Art.,(3 Credits)
ARTH 3430.,Nineteenth Century European Art.,(3 Credits)
ARTH 3440W.,"Visual Culture of the United States, 19th Century.",(3 Credits)
ARTH 3460.,History of Photography: 1839 to World War I.,(3 Credits)
ARTH 3460W.,History of Photography: 1839 to World War I.,(3 Credits)
ARTH 3500.,Urban Architecture: International Perspectives.,(3 Credits)
ARTH 3510.,Modern Art.,(3 Credits)
ARTH 3510W.,Modern Art.,(3 Credits)
ARTH 3530.,Contemporary Art.,(3 Credits)
ARTH 3530W.,Contemporary Art.,(3 Credits)
ARTH 3560.,History of Photography: World War I to Present.,(3 Credits)
ARTH 3560W.,History of Photography: World War I - Present.,(3 Credits)
ARTH 3570.,History and Theory of Digital Art.,(3 Credits)
ARTH 3575.,"Human Rights, Digital Media, Visual Culture.",(3 Credits)
ARTH 3580.,"Image as Witness: Testimony, Witness, Confession.",(3 Credits)
ARTH 3580W.,"Image as Witness: Testimony, Witness, Confession.",(3 Credits)
ARTH 3630.,Alternative Modernities: Visual Culture of Latin America.,(3 Credits)
ARTH 3630W.,Alternative Modernities: Visual Culture of Latin America.,(3 Credits)
ARTH 3640.,Mexican and Chicano Art from Muralism to La Raza.,(3 Credits)
ARTH 3640W.,Mexican and Chicano Art from Muralism to La Raza.,(3 Credits)
ARTH 3710.,Islamic Art History.,(3 Credits)
ARTH 3710W.,Islamic Art History.,(3 Credits)
ARTH 3720.,The Art of China.,(3 Credits)
ARTH 3720W.,The Art of China.,(3 Credits)
ARTH 3760W.,African Art.,(3 Credits)
ARTH 3991.,Field Studies Internship in Art History.,(1-12 Credits)
ARTH 3993.,Foreign Study.,(1-6 Credits)
ARTH 3995.,Investigation of Special Topics.,(1-6 Credits)
ARTH 4020.,Art History Capstone: Professional Development in Visual Culture and the Humanities.,(3 Credits)
ARTH 4099.,Independent Study.,(1-6 Credits)
AAAS 1000.,Pathways to Asian American Studies.,(3 Credits)
AAAS 1001.,Pathways to Asian Studies.,(3 Credits)
AAAS 2010.,Introduction to Refugee Studies.,(3 Credits)
AAAS 2020.,Introduction to Critical Muslim Studies.,(3 Credits)
AAAS 2030.,"Art, Politics, and Propaganda.",(3 Credits)
AAAS 2136.,Asian Theatre and Performance.,(3 Credits)
AAAS 2136W.,Asian Theatre and Performance.,(3 Credits)
AAAS 2200.,Introducing India: Diversity and Dynamism.,(3 Credits)
AAAS 2200W.,Introducing India: Diversity and Dynamism.,(3 Credits)
AAAS 2201.,Introduction to Asian American Studies.,(3 Credits)
AAAS 2210.,Sociological Perspectives on Asian American Women.,(3 Credits)
AAAS 2210W.,Sociological Perspectives on Asian American Women.,(3 Credits)
AAAS 2220.,Asian Indian Women: Activism and Social Change in India and the United States.,(3 Credits)
AAAS 2222.,"Race, Gender, Sexuality, and the Power of Looking.",(3 Credits)
AAAS 2225.,The Pacific in World History.,(3 Credits)
AAAS 2305.,Modern Japanese Literature.,(3 Credits)
AAAS 2530.,Asian American Experience Since 1850.,(3 Credits)
AAAS 2811.,Early Modern India: From Muslim Rulers to British Raj.,(3 Credits)
AAAS 2812.,Modern India.,(3 Credits)
AAAS 2821.,Early Modern China: From Mongols to Manchus.,(3 Credits)
AAAS 2822.,Modern China.,(3 Credits)
AAAS 2841.,Empire and Nation in Southeast Asia.,(3 Credits)
AAAS 2842.,History of Vietnam.,(3 Credits)
AAAS 2866.,China and the West.,(3 Credits)
AAAS 2868.,Foreign Relations of China Since 1949.,(3 Credits)
AAAS 2868W.,Foreign Relations of China Since 1949.,(3 Credits)
AAAS 3212.,Asian American Literature.,(3 Credits)
AAAS 3220.,Asian American Art and Visual Culture.,(3 Credits)
AAAS 3271.,Topics in Chinese Literature.,(3 Credits)
AAAS 3282.,Women in Chinese Literature and Film.,(3 Credits)
AAAS 3295.,Special Topics in Asian American Studies.,(1-6 Credits)
AAAS 3375.,Indian Art and Popular Culture: Independence to the Present.,(3 Credits)
AAAS 3531.,Japanese Americans and World War II.,(3 Credits)
AAAS 3554.,Immigrants and the Shaping of American History.,(3 Credits)
AAAS 3712.,The Middle East Crucible.,(3 Credits)
AAAS 3808.,East Asia to the Mid-Nineteenth Century.,(3 Credits)
AAAS 3809.,East Asia Since the Mid-Nineteenth Century.,(3 Credits)
AAAS 3820.,History of Modern Chinese Political Thought.,(3 Credits)
AAAS 3823.,History of the People's Republic of China.,(3 Credits)
AAAS 3830E.,Environmental History in East Asia.,(3 Credits)
AAAS 3845.,The Vietnam War.,(3 Credits)
AAAS 3846.,Genocide and Mass Killings in Asia.,(3 Credits)
AAAS 3846W.,Genocide and Mass Killings in Asia.,(3 Credits)
AAAS 3998.,Variable Topics.,(3 Credits)
AAAS 4100.,Experiential/Service Learning Seminar.,(4 Credits)
AAAS 4999.,Independent Study.,(1-3 Credits)
BIOL 1102.,Foundations of Biology.,(4 Credits)
BIOL 1103.,The Biology of Human Health and Disease.,(4 Credits)
BIOL 1107.,Principles of Biology I.,(4 Credits)
BIOL 1108.,Principles of Biology II.,(4 Credits)
BIOL 1109.,Topics in Modern Biology.,(1 Credit)
BIOL 1110.,Introduction to Botany.,(4 Credits)
BIOL 1195.,Special Topics.,(1-6 Credits)
BIOL 1199.,Introduction to Biological Research.,(1-3 Credits)
BIOL 2289.,Introduction to Undergraduate Research.,(1 Credit)
BME 2101.,Introduction to Biomedical Engineering.,(3 Credits)
BME 2193.,International Study.,(1-6 Credits)
BME 3100.,Physiological Modeling.,(3 Credits)
BME 3120.,LabVIEW Basics for Engineers.,(1 Credit)
BME 3193.,International Study.,(1-6 Credits)
BME 3320.,Biosensors and Nanodevices for Biomedical Applications.,(3 Credits)
BME 3400.,Biosystem Analysis.,(3 Credits)
BME 3401.,Introduction to Computational and Systems Biology.,(3 Credits)
BME 3420.,Stem Cells for Regenerative Medicine.,(3 Credits)
BME 3500.,Biomedical Engineering Measurements.,(4 Credits)
BME 3520.,Developing Mobile Apps for Healthcare.,(3 Credits)
BME 3540.,Principles of Biomedical Optical Sensing: A Laboratory-Based Course.,(3 Credits)
BME 3600.,Biomechanics.,(4 Credits)
BME 3620.,Failure Analysis for Biomedical Application.,(3 Credits)
BME 3630.,Multiphysics Finite Element Analysis.,(3 Credits)
BME 3640.,Human Factors Engineering.,(3 Credits)
BME 3700.,Biomaterials.,(4 Credits)
BME 3720.,Drug Delivery.,(3 Credits)
BME 3740.,Introduction to Microscopy and Biophotonics.,(3 Credits)
BME 3750.,Tissue Engineering Laboratory.,(3 Credits)
BME 3760.,Microfluidics and Lab-on-Chip.,(3 Credits)
BME 3780.,Introduction to Biomanufacturing: Pharmaceutical Proteins.,(3 Credits)
BME 3810.,Computational Genomics.,(3 Credits)
BME 3900.,Junior Design.,(3 Credits)
BME 4120.,Neural Information Processing and Sensory Coding.,(3 Credits)
BME 4130.,Neural Prostheses.,(3 Credits)
BME 4170.,Nanomedicine: From Concepts to Applications.,(3 Credits)
BME 4201.,Introduction to Medical Imaging.,(3 Credits)
BME 4300.,Physiological Control Systems.,(3 Credits)
BME 4410.,Systems Biology of Cells and Tissues.,(3 Credits)
BME 4500.,Bioinstrumentation.,(3 Credits)
BME 4560.,Biomedical Signal Processing Laboratory.,(3 Credits)
BME 4701.,Biomedical Materials and Implants.,(3 Credits)
BME 4710.,Tissue Engineering.,(3 Credits)
BME 4720.,Cellular Engineering.,(3 Credits)
BME 4730.,"Biomicrofluidics, Biofabrication, and Biomanufacturing.",(3 Credits)
BME 4800.,Bioinformatics.,(3 Credits)
BME 4810.,Machine Learning Methods for Biomedical Signal Analysis.,(3 Credits)
BME 4900.,Biomedical Engineering Design I.,(3 Credits)
BME 4910W.,Biomedical Engineering Design II.,(3 Credits)
BME 4985.,Special Topics in Biomedical Engineering.,(1-6 Credits)
BME 4999.,Independent Study.,(1-6 Credits)
BUSN 1801.,Contemporary Issues in the World of Business.,(1-3 Credits)
BUSN 2235.,Personal Financial Literacy.,(3 Credits)
BUSN 2891.,Foreign Study Internship.,(1-6 Credits)
BUSN 3002W.,Effective Business Writing.,(1 Credit)
BUSN 3003W.,Business Communications.,(3 Credits)
BUSN 3004W.,Business Writing and Communication.,(2 Credits)
BUSN 3005.,Career Development in Business.,(1 Credit)
BUSN 3006.,Career Development in FinTech.,(1 Credit)
BUSN 4881.,Internship in Business.,(1-6 Credits)
BUSN 4895.,Special Topics.,(1-6 Credits)
BUSN 4896.,Business Research Methods.,(3 Credits)
BUSN 4897W.,Honors Leadership Seminar.,(3 Credits)
BUSN 4997.,Senior Thesis in Business.,(3 Credits)
BADM 1801.,Contemporary Issues in the World of Business.,(1-3 Credits)
BADM 2101.,Principles of Managerial Accounting.,(3 Credits)
BADM 2234.,The Entrepreneurial Journey.,(3 Credits)
BADM 2235.,Personal Financial Literacy.,(3 Credits)
BADM 2236.,Content Entrepreneurship.,(3 Credits)
BADM 2237.,Personal Brand Management.,(3 Credits)
BADM 2238.,Legal Aspects of Personal Brand Management.,(3 Credits)
BADM 2240.,Mastering Creativity and Innovation.,(3 Credits)
BADM 2891.,Foreign Study Internship.,(1-6 Credits)
BADM 2893.,Foreign Study.,(1-15 Credits)
BADM 3103.,Business Information Systems.,(3 Credits)
BADM 3104.,Operations Management.,(3 Credits)
BADM 3201.,Intermediate Accounting I.,(3 Credits)
BADM 3202.,Intermediate Accounting II.,(3 Credits)
BADM 3221.,Cost Accounting.,(3 Credits)
BADM 3234.,"Opportunity Generation, Assessment, and Promotion.",(3 Credits)
BADM 3235.,"Venture Planning, Management, and Growth.",(3 Credits)
BADM 3252.,Business and Human Rights.,(3 Credits)
BADM 3253.,"Sustainability, Markets, and Society.",(3 Credits)
BADM 3254.,Social Responsibility and Accountability in Business.,(3 Credits)
BADM 3255.,Global Issues in Marketing for Social Impact.,(3 Credits)
BADM 3258.,Marketing Strategy for Environmental and Social Impact.,(3 Credits)
BADM 3260.,Federal Income Taxes.,(3 Credits)
BADM 3265.,Volunteer Income Tax Assistance for Preparers.,(2 Credits)
BADM 3274.,Real Estate Law.,(3 Credits)
BADM 3301.,Spreadsheet Modeling for Business Analysis.,(3 Credits)
BADM 3302.,Data Visualization.,(3 Credits)
BADM 3370.,Global Marketing Strategy.,(3 Credits)
BADM 3401.,Business Software Development.,(3 Credits)
BADM 3402.,Mobile Application Development.,(3 Credits)
BADM 3403.,UX / UI Design.,(3 Credits)
BADM 3452.,Professional Selling.,(3 Credits)
BADM 3454.,Sales Management and Leadership.,(3 Credits)
BADM 3601.,Managerial Supply Chain Management.,(3 Credits)
BADM 3602.,Supply Chain Logistics.,(3 Credits)
BADM 3603.,Project Management and Planning.,(3 Credits)
BADM 3625.,Integrated Marketing Communications in the Digital Age.,(3 Credits)
BADM 3660.,International Business Law.,(3 Credits)
BADM 3661.,Marketing and Digital Analytics.,(3 Credits)
BADM 3665.,Digital Marketing.,(3 Credits)
BADM 3677.,The Law of Business Transactions.,(3 Credits)
BADM 3701.,Network Design and Applications.,(3 Credits)
BADM 3702.,"Risk, Trust, and Modern Security.",(3 Credits)
BADM 3720.,The Legal and Ethical Environment of Business.,(3 Credits)
BADM 3730.,Financial Management.,(3 Credits)
BADM 3740.,Managerial and Interpersonal Behavior.,(3 Credits)
BADM 3741.,Foundations of Venture Capital.,(3 Credits)
BADM 3742.,Venture Investment Sourcing and Analysis.,(3 Credits)
BADM 3750.,Introduction to Marketing Management.,(3 Credits)
BADM 3757.,Strategic Brand Management.,(3 Credits)
BADM 4243.,Assurance Services.,(3 Credits)
BADM 4741.,Advanced Venture Investing.,(3 Credits)
BADM 4742.,Leading a Venture Fund.,(3 Credits)
BADM 4881.,Internship in Business Administration.,(1-6 Credits)
BADM 4882.,Practicum in Professional Sales.,(3 Credits)
BADM 4893.,Foreign Study.,(1-6 Credits)
BADM 4895.,Special Topics.,(1-6 Credits)
BLAW 2238.,Legal Aspects of Personal Brand Management.,(3 Credits)
BLAW 3175.,The Legal and Ethical Environment of Business.,(3 Credits)
BLAW 3252.,Business and Human Rights.,(3 Credits)
BLAW 3253.,"Sustainability, Markets, and Society.",(3 Credits)
BLAW 3254.,Social Responsibility and Accountability in Business.,(3 Credits)
BLAW 3274.,Real Estate Law.,(3 Credits)
BLAW 3277.,Law and Ethics for Professional Accountants.,(3 Credits)
BLAW 3660.,International Business Law.,(3 Credits)
BLAW 3677.,The Law of Business Transactions.,(3 Credits)
BLAW 4881.,Internship in Business Law.,(3 Credits)
BLAW 4893.,Foreign Study.,(1-6 Credits)
BLAW 4895.,Special Topics.,(1-6 Credits)
BLAW 4899.,Independent Study.,(3 Credits)
CHEG 2103.,Introduction to Chemical Engineering.,(3 Credits)
CHEG 2111.,Chemical Engineering Thermodynamics I.,(3 Credits)
CHEG 2193.,International Study.,(1-6 Credits)
CHEG 2201.,Chemical Engineering Professional Skills I.,(1 Credit)
CHEG 3112.,Chemical Engineering Thermodynamics II.,(3 Credits)
CHEG 3120.,Transport Phenomena I.,(4 Credits)
CHEG 3123.,Fluid Mechanics.,(3 Credits)
CHEG 3124.,Heat and Mass Transfer.,(3 Credits)
CHEG 3128.,Chemical Engineering Junior Laboratory.,(2 Credits)
CHEG 3145.,Chemical Engineering Analysis.,(3 Credits)
CHEG 3151.,Process Kinetics.,(3 Credits)
CHEG 3156.,Polymeric Materials.,(3 Credits)
CHEG 3173.,Introduction to Biochemical Engineering.,(3 Credits)
CHEG 3175.,Introduction to Computational Biomolecular Engineering.,(3 Credits)
CHEG 3193.,International Study.,(1-6 Credits)
CHEG 3201.,Chemical Engineering Professional Skills II.,(1 Credit)
CHEG 3220.,Transport Phenomena II.,(4 Credits)
